path,name,category,status,description,classes,functions,lines,size_bytes,modified,author,todo_count
evaluation/src/testing/postgres-test-container.ts,postgres-test-container.ts,Test scenarios and evaluation,active,"Defines MockEmbeddingService and provides createMemoryFixture, createMemorySeed.",MockEmbeddingService,"createMemoryFixture, createMemorySeed",180,4632,2026-01-28T22:49:02.261392,,0
evaluation/src/thought-generator-test.ts,thought-generator-test.ts,Test scenarios and evaluation,stable,Implements test scenarios for the conscious-bot's thought generator by initializing an EnhancedThoughtGenerator with custom LLM configurations and simulating contextual task execution using a detailed test context object.,,testThoughtGenerator,86,2367,2025-08-30T02:39:07.776999,@darianrosebrook,0
evaluation/src/types.ts,types.ts,Test scenarios and evaluation,stable,"Provides type definitions for evaluating conscious-bot's reasoning capabilities. Defines structured scenarios with domain, complexity, and expected duration.",,,323,9087,2025-08-30T02:39:07.777442,@darianrosebrook,0
executor-contracts/src/capability-registry.ts,capability-registry.ts,Planning executor contracts,active,"Provides a centralized capability registry that validates and exposes registered capabilities to the executor, ensuring type safety and version tracking for capability usage within the conscious-bot planning system.","CapabilityRegistry, CapabilityRegistryBuilder",,357,9855,2026-02-01T03:03:40.438861,@darianrosebrook,0
executor-contracts/src/index.ts,index.ts,Planning executor contracts,active,"* @conscious-bot/executor-contracts * * Plan-Body Interface (PBI) contracts and runtime guards for reliable plan execution. * * This package provides the ""capability discipline"" that ensures plans reliably become * actions by enforcing strict contracts between planning and execution systems. * * @author @darianrosebrook",,healthCheck,201,5450,2026-01-28T23:01:25.035781,@darianrosebrook,0
executor-contracts/src/leaf-factory.ts,leaf-factory.ts,Planning executor contracts,stable,Provides registration and instantiation of leaf implementations for the planning executor; ensures only valid and non-circular leaves are registered and accessible to the cognitive and interface layers.,LeafFactory,createLeafFactory,229,5516,2025-09-25T20:38:08.545326,@darianrosebrook,0
executor-contracts/src/leaf-interfaces.ts,leaf-interfaces.ts,Planning executor contracts,stable,"Leaf implementations in the conscious-bot executor contracts define the required methods for executing tasks using a shared LeafImpl interface. The LeafContext provides runtime access to the bot, world state, and execution parameters such as timeouts and retry settings. This modular structure enables consistent integration of various leaf behaviors into the MCP-compliant planning system.",,"createLeafContext, validateLeafImpl, createExecError, verifyPostconditions",275,6783,2025-09-25T20:38:08.550825,@darianrosebrook,1
executor-contracts/src/pbi-enforcer.ts,pbi-enforcer.ts,Planning executor contracts,active,"required. It verifies plan steps against the Plan-Body Interface (PBI), monitors execution for stuck conditions using detectors, and ensures that valid plans are executed by the appropriate executor in the conscious-bot planning pipeline.","PBIEnforcer, StuckDetector","createPBIEnforcer, createCustomPBIEnforcer",501,13941,2026-02-01T03:03:40.619449,@darianrosebrook,0
executor-contracts/src/types.ts,types.ts,Planning executor contracts,active,"Defines the PlanStep interface to structure executable actions and their associated preconditions, effects, costs, and safety levels for the conscious-bot's planning and execution system.",PBIError,"isIntent, isPlanStep, isActionResult, isPBIError",336,9444,2026-02-01T03:03:40.653271,@darianrosebrook,0
mcp-server/src/conscious-bot-mcp-server.ts,conscious-bot-mcp-server.ts,MCP server integration,active,"Contextualizes tool schemas and resource definitions for the conscious-bot's MCP server integration, enforces permissions during method calls, and manages secure, typed interactions with the Minecraft client and external registries.",ConsciousBotMCPServer,main,1423,42529,2026-02-01T03:03:40.652356,@darianrosebrook,0
mcp-server/src/demo-mcp-server.ts,demo-mcp-server.ts,MCP server integration,stable,"Provides a demo of the Conscious Bot MCP Server by initializing tools and resources, enabling users to observe how LLM-driven planning executes tasks using the leaves interface, and showcases integration with Minecraft through the dashboard and core dependencies.",,demoMCPServer,93,3677,2025-09-21T22:07:27.096733,@darianrosebrook,0
mcp-server/src/index.ts,index.ts,MCP server integration,active,* Conscious Bot MCP Server Package * * Exports the production-ready MCP server implementation. * * @author @darianrosebrook,,,22,690,2026-01-28T23:01:25.015300,@darianrosebrook,0
memory/src/asset/asset-memory-store.ts,asset-memory-store.ts,"Vector DB, reflection memory, hybrid search",active,Implements the bot's asset memory store using a vector-based chunk and type indexing system. Maintains an append-only ledger of evidence with hash-based chain of custody for claim verification. Enforces strict L0-L3 myelin promotion/demotion logic to manage memory trustworthiness.,ReferenceAssetMemoryStore,"sha16, chunkFromPos, dist, computeEvidenceDigest, isSuccessEvent",703,21972,2026-02-01T14:13:13.270906,,0
memory/src/chunking-service.ts,chunking-service.ts,"Vector DB, reflection memory, hybrid search",stable,Implements chunking of text into semantic fragments for efficient memory storage and retrieval in the conscious-bot architecture. Maintains rich metadata per chunk to track origin and relevance for different memory types. Ensures configurable overlap and token limits to balance granularity and search accuracy.,ChunkingService,,620,15842,2025-10-02T00:21:31.893507,@darianrosebrook,0
memory/src/cognitive-map-tracker.ts,cognitive-map-tracker.ts,"Vector DB, reflection memory, hybrid search",stable,Provides a manifold-based memory tracking system that builds and updates cognitive maps using embeddings from the vector database and metadata from stored memories. Implements time-based evolution of memory patterns and enables clustering for similarity-driven organization. Supports dynamic reflection of learning progression by maintaining a structured map of memory chunks in the cognitive-bot framework.,CognitiveMapTracker,,730,20553,2025-10-01T23:34:22.870594,@darianrosebrook,0
memory/src/cognitive-task-memory.ts,cognitive-task-memory.ts,"Vector DB, reflection memory, hybrid search",stable,"Implements CognitiveTaskMemory to store, track, and reflect on task execution history and learning for the conscious-bot's planning and reasoning capabilities.",CognitiveTaskMemoryManager,,842,23588,2025-09-21T15:18:55.255113,@darianrosebrook,0
memory/src/config/memory-runtime-config.ts,memory-runtime-config.ts,"Vector DB, reflection memory, hybrid search",active,"Provides the centralized configuration for the memory system in conscious-bot, ensuring secure loading of PostgreSQL or Ollama parameters with environment overrides, and validating runtime settings for both production and dev modes.",,"getNodeEnv, getRunMode, getRequiredWorldSeed, parsePort, computeConfigDigest",256,8749,2026-02-06T20:32:50.801721,,0
memory/src/cross-modal-entity-linker.ts,cross-modal-entity-linker.ts,"Vector DB, reflection memory, hybrid search",stable,"Provides cross-modal entity linking for the conscious-bot's memory system. Implements entity unification, deduplication, and relationship tracking between memory types. Supports confidence scoring and maintains up-to-date entity profiles across episodic and semantic storage.",CrossModalEntityLinker,,730,20472,2025-10-02T00:11:37.985313,,0
memory/src/embedding-service.ts,embedding-service.ts,"Vector DB, reflection memory, hybrid search",active,"* Enhanced Embedding Service * * Provides strategic text embedding generation with multiple model support, * quality-based confidence scoring, and performance monitoring. * Enhanced with obsidian-rag patterns for memory type optimization.",EmbeddingService,,916,25560,2026-01-28T19:29:58.908383,@darianrosebrook,0
memory/src/emotional-memory-manager.ts,emotional-memory-manager.ts,"Vector DB, reflection memory, hybrid search",stable,"Implements conversion between raw emotional data and the AdvancedEmotionalState interface for the conscious-bot's memory system. Enables tracking of primary emotions, intensities, triggers, and associated context in reflection memory. Supports efficient storage and retrieval of emotional history using hybrid search.",EmotionalMemoryManager,"toAdvancedEmotionalState, toSimpleEmotionalState",1140,33021,2025-09-21T16:23:51.151558,@darianrosebrook,0
memory/src/entity-extraction-service.ts,entity-extraction-service.ts,"Vector DB, reflection memory, hybrid search",stable,", the Entity Extraction Service identifies and structures entities from multi-modal inputs, scoring their confidence and inferring relationships for the bot's knowledge graph. It processes text, context, and metadata to extract entity IDs, semantic types, and supporting evidence. The service integrates with the cognition module for entity enrichment and ensures safe, accurate graph construction.",EntityExtractionService,,1281,36901,2025-10-14T10:08:24.329134,@darianrosebrook,0
memory/src/episodic/episodic-retrieval.ts,episodic-retrieval.ts,"Vector DB, reflection memory, hybrid search",stable,Provides episodic memory retrieval using vector search and temporal filters within the conscious-bot architecture.,EpisodicRetrieval,,796,20739,2025-09-21T16:15:05.344688,@darianrosebrook,0
memory/src/episodic/event-logger.ts,event-logger.ts,"Vector DB, reflection memory, hybrid search",stable,"Implements event storage for the episodic memory in conscious-bot, capturing experiences with metadata and type classification, ensuring robust defaults and fail-fast guards for invalid entries.",EventLogger,getDefaultEmotionalState,295,8158,2025-09-21T16:28:57.561087,@darianrosebrook,0
memory/src/episodic/index.ts,index.ts,"Vector DB, reflection memory, hybrid search",stable,"* Episodic memory system exports. * * Provides comprehensive episodic memory functionality including * event logging, salience scoring, consolidation, retrieval, and narrative generation. * * @author @darianrosebrook",,,35,1227,2025-08-23T17:46:29.461568,@darianrosebrook,0
memory/src/episodic/memory-consolidation.ts,memory-consolidation.ts,"Vector DB, reflection memory, hybrid search",stable,* Memory consolidation system for episodic memories. * * Integrates new episodic memories with existing knowledge and performs * sleep-like consolidation processes to strengthen important memories. * * @author @darianrosebrook,MemoryConsolidation,,529,16083,2025-08-23T17:46:29.462764,@darianrosebrook,0
